timestamp,asset_id,temperature,vibration,pressure,humidity,power,health_index
2026-06-04 05:00,LADLE-02,674.97,2.64,2.4,26.7,880.21,0.912
2026-06-04 06:00,LADLE-02,707.24,3.02,2.91,32.4,912.45,0.912
2026-06-04 07:00,LADLE-02,697.78,2.52,3.31,24.8,774.99,0.912
2026-06-04 08:00,LADLE-02,691.88,2.06,3.03,25.7,820.82,0.913
2026-06-04 09:00,LADLE-02,671.44,1.76,3.06,29.0,834.51,0.913
2026-06-04 10:00,LADLE-02,644.86,2.55,3.65,25.6,891.52,0.913
2026-06-04 11:00,LADLE-02,689.18,1.06,2.79,25.5,871.8,0.913
2026-06-04 12:00,LADLE-02,670.1,2.41,3.25,24.4,805.33,0.913
2026-06-04 13:00,LADLE-02,631.71,2.13,3.0,28.7,806.13,0.913
2026-06-04 14:00,LADLE-02,689.5,2.61,3.54,30.8,845.77,0.914
2026-06-04 15:00,LADLE-02,683.1,2.47,2.83,33.2,912.35,0.914
2026-06-04 16:00,LADLE-02,718.47,2.22,3.14,29.7,837.54,0.914
2026-06-04 17:00,LADLE-02,681.56,2.15,2.98,35.0,844.77,0.914
2026-06-04 18:00,LADLE-02,666.52,2.59,3.09,29.2,834.82,0.914
2026-06-04 19:00,LADLE-02,631.53,2.19,2.67,28.8,786.25,0.914
2026-06-04 20:00,LADLE-02,689.48,2.53,3.13,27.6,855.59,0.915
2026-06-04 21:00,LADLE-02,611.25,1.73,2.99,29.4,834.04,0.915
2026-06-04 22:00,LADLE-02,637.26,2.26,2.89,23.7,851.75,0.915
2026-06-04 23:00,LADLE-02,658.77,2.72,3.25,30.9,851.38,0.915
2026-06-05 00:00,LADLE-02,641.5,1.8,2.56,39.5,790.54,0.915
2026-06-05 01:00,LADLE-02,658.69,2.05,2.95,25.7,756.29,0.915
2026-06-05 02:00,LADLE-02,637.27,1.6,3.0,25.3,807.51,0.916
2026-06-05 03:00,LADLE-02,670.14,1.95,3.34,26.5,847.05,0.916
2026-06-05 04:00,LADLE-02,628.32,2.49,2.91,29.6,851.56,0.916
2026-06-05 05:00,LADLE-02,659.49,2.3,2.91,33.4,877.73,0.916
2026-06-05 06:00,LADLE-02,677.22,1.69,2.68,25.3,826.57,0.916
2026-06-05 07:00,LADLE-02,676.24,1.81,3.42,28.0,749.91,0.916
2026-06-05 08:00,LADLE-02,651.18,1.08,2.79,25.8,810.67,0.916
2026-06-05 09:00,LADLE-02,655.2,2.03,2.84,34.0,889.74,0.917
2026-06-05 10:00,LADLE-02,633.04,2.74,2.51,24.7,903.14,0.917
2026-06-05 11:00,LADLE-02,603.28,2.45,2.63,27.4,829.22,0.917
2026-06-05 12:00,LADLE-02,709.82,1.85,3.01,30.5,826.08,0.917
2026-06-05 13:00,LADLE-02,641.57,2.17,3.07,31.5,796.12,0.917
2026-06-05 14:00,LADLE-02,651.62,2.34,2.98,27.3,836.19,0.917
2026-06-05 15:00,LADLE-02,644.9,1.85,3.18,23.6,887.35,0.918
2026-06-05 16:00,LADLE-02,669.56,1.64,3.13,28.7,869.85,0.918
2026-06-05 17:00,LADLE-02,694.99,2.04,2.81,25.6,794.36,0.918
2026-06-05 18:00,LADLE-02,643.4,2.32,3.04,26.0,804.84,0.918
2026-06-05 19:00,LADLE-02,672.96,1.98,2.7,27.4,825.32,0.918
2026-06-05 20:00,LADLE-02,634.57,2.55,3.31,28.2,842.4,0.918
2026-06-05 21:00,LADLE-02,677.71,2.18,3.33,34.6,840.18,0.919
2026-06-05 22:00,LADLE-02,675.31,2.57,2.93,23.5,875.85,0.919
2026-06-05 23:00,LADLE-02,620.96,2.97,3.32,28.8,838.84,0.919
2026-06-06 00:00,LADLE-02,710.65,1.79,2.66,25.6,825.28,0.919
2026-06-06 01:00,LADLE-02,636.08,2.26,3.08,24.7,905.87,0.919
2026-06-06 02:00,LADLE-02,625.62,1.64,3.16,27.2,854.59,0.919
2026-06-06 03:00,LADLE-02,646.46,1.75,2.83,25.3,859.19,0.92
2026-06-06 04:00,LADLE-02,650.17,2.52,3.23,32.2,875.39,0.92
2026-06-06 05:00,LADLE-02,684.27,2.53,2.87,27.0,757.36,0.92
2026-06-01 06:00,CONV-BELT-03,81.93,6.7,1.53,48.2,104.49,0.05
2026-06-01 07:00,CONV-BELT-03,66.65,7.08,1.17,46.0,109.09,0.05
2026-06-01 08:00,CONV-BELT-03,79.06,5.51,0.53,49.3,105.58,0.05
2026-06-01 09:00,CONV-BELT-03,71.96,5.83,0.82,42.6,126.53,0.05
2026-06-01 10:00,CONV-BELT-03,90.01,8.02,1.27,49.5,162.25,0.05
2026-06-01 11:00,CONV-BELT-03,83.32,7.01,1.77,55.6,151.58,0.05
2026-06-01 12:00,CONV-BELT-03,99.23,8.57,1.7,38.5,110.07,0.05
2026-06-01 13:00,CONV-BELT-03,77.93,5.54,1.14,50.2,120.56,0.05
2026-06-01 14:00,CONV-BELT-03,84.75,5.91,1.18,51.1,141.0,0.05
2026-06-01 15:00,CONV-BELT-03,81.91,9.48,1.88,39.7,166.96,0.05
2026-06-01 16:00,CONV-BELT-03,71.31,7.47,1.38,51.4,109.7,0.05
2026-06-01 17:00,CONV-BELT-03,83.8,8.1,1.69,43.7,159.6,0.05
2026-06-01 18:00,CONV-BELT-03,70.19,8.83,1.51,36.6,145.67,0.05
2026-06-01 19:00,CONV-BELT-03,80.61,7.07,1.08,43.6,102.38,0.05
2026-06-01 20:00,CONV-BELT-03,98.29,6.17,1.11,51.9,149.81,0.05
2026-06-01 21:00,CONV-BELT-03,86.94,9.26,1.25,38.7,155.88,0.05
2026-06-01 22:00,CONV-BELT-03,87.83,7.11,0.88,52.4,149.6,0.05
2026-06-01 23:00,CONV-BELT-03,62.44,8.4,0.81,42.1,109.84,0.05
2026-06-02 00:00,CONV-BELT-03,71.05,6.52,1.13,49.3,143.02,0.05
2026-06-02 01:00,CONV-BELT-03,85.87,8.77,1.23,45.5,148.72,0.05
2026-06-02 02:00,CONV-BELT-03,98.48,8.54,1.91,51.1,160.87,0.05
2026-06-02 03:00,CONV-BELT-03,57.63,8.52,1.45,45.3,123.79,0.05
2026-06-02 04:00,CONV-BELT-03,73.54,7.98,1.7,36.0,141.23,0.05
2026-06-02 05:00,CONV-BELT-03,71.95,6.38,1.52,43.0,120.7,0.05
2026-06-02 06:00,CONV-BELT-03,69.51,7.82,1.37,38.5,116.45,0.05
2026-06-02 07:00,CONV-BELT-03,76.38,7.96,0.96,47.9,116.84,0.05
2026-06-02 08:00,CONV-BELT-03,110.43,6.39,1.06,46.2,115.01,0.05
2026-06-02 09:00,CONV-BELT-03,88.2,9.6,1.22,46.0,124.01,0.05
2026-06-02 10:00,CONV-BELT-03,78.51,9.17,1.72,39.6,172.3,0.05
2026-06-02 11:00,CONV-BELT-03,92.11,8.06,1.11,45.4,117.51,0.05
2026-06-02 12:00,CONV-BELT-03,83.98,7.12,0.5,50.6,140.61,0.05
2026-06-02 13:00,CONV-BELT-03,91.13,7.33,1.44,51.7,145.2,0.05
2026-06-02 14:00,CONV-BELT-03,81.88,11.25,1.31,46.0,176.7,0.05
2026-06-02 15:00,CONV-BELT-03,69.09,6.27,0.81,48.2,150.76,0.05
2026-06-02 16:00,CONV-BELT-03,87.19,5.91,1.76,52.2,133.85,0.05
2026-06-02 17:00,CONV-BELT-03,78.89,8.28,1.51,48.9,110.71,0.05
2026-06-02 18:00,CONV-BELT-03,76.47,6.07,1.62,48.2,133.81,0.05
2026-06-02 19:00,CONV-BELT-03,81.99,5.67,1.71,42.2,139.14,0.05
2026-06-02 20:00,CONV-BELT-03,91.56,6.6,1.84,45.7,136.78,0.05
2026-06-02 21:00,CONV-BELT-03,85.02,6.03,1.6,45.4,160.37,0.05
2026-06-02 22:00,CONV-BELT-03,75.98,7.06,1.52,44.6,108.65,0.05
2026-06-02 23:00,CONV-BELT-03,76.23,8.97,1.33,39.8,152.86,0.05
2026-06-03 00:00,CONV-BELT-03,56.8,5.0,1.37,46.1,141.22,0.052
2026-06-03 01:00,CONV-BELT-03,67.99,7.3,0.83,46.3,98.3,0.054
2026-06-03 02:00,CONV-BELT-03,76.64,7.77,0.69,41.9,154.37,0.055
2026-06-03 03:00,CONV-BELT-03,96.4,5.71,1.5,37.6,104.57,0.057
2026-06-03 04:00,CONV-BELT-03,96.89,8.23,1.06,46.3,150.84,0.059
2026-06-03 05:00,CONV-BELT-03,80.37,10.06,1.6,27.0,129.09,0.06
2026-06-03 06:00,CONV-BELT-03,69.65,7.2,1.37,41.1,110.57,0.062
2026-06-03 07:00,CONV-BELT-03,94.02,8.13,1.11,49.1,151.44,0.064
2026-06-03 08:00,CONV-BELT-03,92.85,6.2,1.67,41.4,162.52,0.065
2026-06-03 09:00,CONV-BELT-03,75.86,4.78,1.38,34.3,130.62,0.067
2026-06-03 10:00,CONV-BELT-03,77.38,6.95,0.79,38.3,116.04,0.068
2026-06-03 11:00,CONV-BELT-03,75.14,8.9,1.64,42.2,165.07,0.07
2026-06-03 12:00,CONV-BELT-03,62.15,8.19,1.3,46.4,150.3,0.072
2026-06-03 13:00,CONV-BELT-03,70.08,8.32,1.36,59.5,128.45,0.073
2026-06-03 14:00,CONV-BELT-03,92.55,8.13,0.91,53.2,110.94,0.075
2026-06-03 15:00,CONV-BELT-03,52.1,8.36,1.78,45.3,129.37,0.077
2026-06-03 16:00,CONV-BELT-03,96.07,8.19,1.11,49.4,106.68,0.078
2026-06-03 17:00,CONV-BELT-03,71.33,6.15,0.52,37.9,163.46,0.08
2026-06-03 18:00,CONV-BELT-03,65.09,6.72,0.92,50.2,135.28,0.082
2026-06-03 19:00,CONV-BELT-03,83.33,7.23,0.92,39.2,154.47,0.083
2026-06-03 20:00,CONV-BELT-03,76.99,8.23,0.15,51.7,123.81,0.085
2026-06-03 21:00,CONV-BELT-03,102.55,6.75,1.38,49.0,115.01,0.087
2026-06-03 22:00,CONV-BELT-03,87.58,6.59,1.86,49.8,146.45,0.088
2026-06-03 23:00,CONV-BELT-03,69.23,7.08,1.48,32.8,122.38,0.09
2026-06-04 00:00,CONV-BELT-03,88.23,5.86,1.85,41.2,142.39,0.091
2026-06-04 01:00,CONV-BELT-03,64.32,7.86,1.54,51.8,165.93,0.093
2026-06-04 02:00,CONV-BELT-03,91.74,7.54,0.9,52.9,105.08,0.095
2026-06-04 03:00,CONV-BELT-03,72.35,8.14,1.53,54.6,134.76,0.096
2026-06-04 04:00,CONV-BELT-03,58.04,6.97,1.43,42.9,167.04,0.098
2026-06-04 05:00,CONV-BELT-03,74.46,5.64,1.54,38.1,173.52,0.1
2026-06-04 06:00,CONV-BELT-03,80.32,5.68,1.77,59.2,89.05,0.101
2026-06-04 07:00,CONV-BELT-03,87.48,7.82,1.43,47.1,145.87,0.103
2026-06-04 08:00,CONV-BELT-03,69.28,8.87,0.85,56.8,169.37,0.105
2026-06-04 09:00,CONV-BELT-03,63.64,7.25,1.9,42.1,130.89,0.106
2026-06-04 10:00,CONV-BELT-03,72.51,8.57,1.13,44.9,146.8,0.108
2026-06-04 11:00,CONV-BELT-03,74.69,6.26,0.85,35.9,107.72,0.109
2026-06-04 12:00,CONV-BELT-03,57.5,6.41,1.47,45.3,115.71,0.111
2026-06-04 13:00,CONV-BELT-03,65.43,6.1,0.84,37.6,150.58,0.113
2026-06-04 14:00,CONV-BELT-03,61.03,7.24,1.13,59.6,93.69,0.114
2026-06-04 15:00,CONV-BELT-03,79.06,6.84,1.07,46.9,137.83,0.116
2026-06-04 16:00,CONV-BELT-03,64.77,7.69,1.51,52.9,120.49,0.118
